id;fechaActualizacion;idioma;nombre;email;telefono;web;direccion;codigo_postal;localidad;pais;latitud;longitud;categorias;subcategorias;imagen;horario
105515;2024-10-21;es;Terra by Eve's Pottery;hello@evespottery.com;(+34) 654 62 26 87;https://www.esmadrid.com/restaurantes/terra-eves-pottery;de Juan Bravo, 29;28006;;Spain;40.4327992;-3.6789684;Española, Internacional;Argentina;https://estaticos.esmadrid.com/cdn/farfuture/A3YHwe53rVjzVYHTBGr-R3eQxk1IqBp8V0iObab5e8I/mtime:1728472000/sites/default/files/recursosturisticos/restaurantes/terra.jpg;Mar - Dom, horario por confirmar
105472;2024-10-11;es;"La Falda de Lavapi&eacute;s"; lafalda@lafalda.es;(+34) 911 68 80 96 ;https://www.esmadrid.com/restaurantes/falda-lavapies;de Miguel Servet, 4;28012;;Spain;40.4074713;-3.7008929;Tabernas, Española, Tapas;Gallega, Tradicional renovada, Tapas;https://estaticos.esmadrid.com/cdn/farfuture/uRECNjttG6rk4XRt1tfZ5oe7YMG0niPgk5pZbz0l52M/mtime:1727946709/sites/default/files/recursosturisticos/restaurantes/la_falda_1.jpg;Lun - Mar: cerradoMiér - Sáb: 13:30 – 16:00 h / 20:00 – 23:00 hDomingo: 13:30 - 16:00 h
105470;2024-10-11;es;El Patio de Abascal;reservas@elpatiodeabascal.com;(+34) 608 81 54 75;https://www.esmadrid.com/restaurantes/patio-abascal;de José Abascal, 61;28003;;Spain;40.4383107;-3.6922378;Tabernas, Tapas, Española;Tapas, Española, Gallega, Madrileña, Vasca, Tradicional;https://estaticos.esmadrid.com/cdn/farfuture/LtzIrIH2HEu92AjunuWpplLNjnSsrJ8Oxt68zxkKXxA/mtime:1727941390/sites/default/files/recursosturisticos/restaurantes/el_patio_de_abascal.jpg;Lun - Sáb: 13:30 - 24:30 h (Cocina ininterrumpida hasta las 23:30 h)
105385;2024-09-26;es;Hungry Club;;;https://www.esmadrid.com/restaurantes/hungry-club;de la Hispanidad, s/n;28042;;Spain;40.489520741934;-3.564376831055;De autor;;https://estaticos.esmadrid.com/cdn/farfuture/ba--a6mUglf80lJr6dH-a5PVv1DYki3oL3zD19vaZH0/mtime:1726735876/sites/default/files/recursosturisticos/restaurantes/hungry_club.jpg;Lun - Dom: 6:00 - 24:00 h (consultar posibles cambios de horario en fechas especiales)
105293;2024-09-12;es;"Pucar&aacute;";;(+34) 651 560 709;https://www.esmadrid.com/restaurantes/pucara;de Príncipe de Vergara, 200;28002;;Spain;40.4492472;-3.6778438;Internacional;Peruana;https://estaticos.esmadrid.com/cdn/farfuture/GlDbrL4r0NWC8TxVV2XJcpYUKqhXiovInSlBge6T7rU/mtime:1725370475/sites/default/files/recursosturisticos/restaurantes/pucara_2.jpg;Mar - Sáb: 13:00 - 16:00 h / 20:00 - 23:00 hDomingos: 13:00 - 16:00 h
105292;2024-09-12;es;Manto Oyster Bar;info@mantooysterbar.com;(+34) 912 976 041;https://www.esmadrid.com/restaurantes/manto-oyster-bar;de los Andes, 34;28042;;Spain;40.4553499;-3.6193534;Española;Tradicional renovada;https://estaticos.esmadrid.com/cdn/farfuture/9E5FxxJDZLB8YkzDzJuHawaHvqefw0vS5z-GfmBcM6A/mtime:1725362640/sites/default/files/recursosturisticos/restaurantes/manto_oyster_bar.jpg;Dom - Jue: 11:30 - 24:00 hVier - Sáb y vísperas festivos: 11:30 - 1:00 h
105276;2024-09-25;es;Welkhome Club;hola@welkhomeclub.com;;https://www.esmadrid.com/restaurantes/welkhome-club;de Monte Esquinza, 15;28010;;Spain;40.4271431;-3.6923368;Internacional;;https://estaticos.esmadrid.com/cdn/farfuture/ibxfif0xIrB19kX4rOfa6Vj-V4M9wjTGScPKXBLFPG8/mtime:1524832504/sites/default/files/recursosturisticos/noche/welknome.jpg;Martes: 13:00 - 17:00 hMiér - Jue: 13:00 - 17:00 h / 20:00 - 24:00 hVier - Sáb: 13:00 - 01:00 hDomingo: 13:00 - 18:00 h / 20:00 - 24:00 h
105240;2024-09-09;es;La Buga del Lobo;cm@labugadellobo.com ;(+34) 91 528 88 38;https://www.esmadrid.com/restaurantes/buga-lobo;de Argumosa, 11;28012;;Spain;40.4083886;-3.6991417;Tabernas, Tapas, Española, Internacional;Fusión, Caribeña;https://estaticos.esmadrid.com/cdn/farfuture/Qg693baRAYADODkgjZizql84D6Id9MwY7qK8nMZG8Mo/mtime:1534945553/sites/default/files/recursosturisticos/noche/la_buga_del_lobo.jpg;Lun - Mier: 13:00 - 24:00 hJueves: 13:00 - 01:00 hViernes: 13:00 - 02:00 hSábado: 12:00 - 02:00 hDomingo: 11:00 - 12:00 hDomingo: 10:30 - 02:30 h
105236;2024-09-09;es;La Nueva Troje;Info@Lanuevatroje.bar;(+34) 910 17 03 46;https://www.esmadrid.com/restaurantes/nueva-troje;del Desengaño, 14;28004;;Spain;40.4209708;-3.7033754;Internacional, Española;Mediterránea;https://estaticos.esmadrid.com/cdn/farfuture/aNwoMzShOD0Yob5vSw0G55b-Ro2U8_MNVLSCV6vXeu0/mtime:1724152767/sites/default/files/recursosturisticos/restaurantes/la_nueva_troje_3.png;Domingo a Jueves: 13:00 h – 01:00 hViernes y Sábado: 13:00 h – 02:30 h
105231;2024-09-10;es;La Rayua;info@larayua.es ;(+34) 915 22 48 01;https://www.esmadrid.com/restaurantes/rayua;de la Luna, 3;28004;;Spain;40.4221292;-3.7058358;Española;Madrileña, Tradicional;https://estaticos.esmadrid.com/cdn/farfuture/AH8dgMAWlZlFWYc0cVR12YjgaB_aQIV4QJGEQBvZkjc/mtime:1724140813/sites/default/files/recursosturisticos/restaurantes/rayua_3.jpg;Martes y Domingo: 13:15 – 16:00 hMiér - Sáb: 13:15 - 16:00 h / 20:30 - 23:00 h
105082;2024-09-05;es;"Caf&eacute; de la Galer&iacute;a";reservas@cafedelagaleria.es;(+34) 620 00 83 09;https://www.esmadrid.com/restaurantes/cafe-galeria;de Bailén, 8;28013;;Spain;40.4159593;-3.7149922;Española;Tradicional;https://estaticos.esmadrid.com/cdn/farfuture/UvZHKbkdkH_eECPosuTuBaSq4RVajHPBdByHbvi9XNs/mtime:1721125018/sites/default/files/recursosturisticos/restaurantes/cafe_de_la_galeria_3.jpg;Lunes – Sábado: 10:00 - 20:00 hDomingos y Festivos: 10:00 - 19:00 h
105080;2024-09-12;es;Domi French;;(+34) 654 15 21 74;https://www.esmadrid.com/restaurantes/domi-french;de Echegaray, 27;28014;;Spain;40.4141868;-3.6994847;Internacional;Dominicana, Fusión, Internacional, Francesa;https://estaticos.esmadrid.com/cdn/farfuture/r0CKjivXr-a8FscxcxacPvpG1cPEt1vw4HjCYhmCmrw/mtime:1721120297/sites/default/files/recursosturisticos/restaurantes/domi_french_2.jpg;Mar - Jue y Domingo: 13:00 - 24:30 hVier - Sáb: 13:00 - 01:00 hLunes: cerrado
104977;2024-07-04;es;Casa de Comidas;casadecomidas@nh-hotels.com;(+34) 91 345 61 60;https://www.esmadrid.com/restaurantes/casa-comidas;del Padre Damián, 23;28036;;Spain;40.4586225;-3.6859369;Española, De autor;De temporada, Tradicional renovada;https://estaticos.esmadrid.com/cdn/farfuture/J1hcMHOOXM9PgOCGn2vNS8smU2DM88m0EHKy3E8i6sg/mtime:1719220547/sites/default/files/recursosturisticos/restaurantes/casa_de_comidas.jpg;Lun - Dom: 12:30 - 16:00 h / 19:00 - 24:00 h
104927;2024-09-12;es;Sala Cero;info@saladedespiece.com;(+34) 91 635 46 81;https://www.esmadrid.com/restaurantes/sala-cero;de Ayala, 27;28001;;Spain;40.4279415;-3.6845914;De autor;;https://estaticos.esmadrid.com/cdn/farfuture/haTHGWl48gC5ZZIeT20eUHI_3iQEmjmf0wzIvz-6JSY/mtime:1718636636/sites/default/files/recursosturisticos/restaurantes/sala_cero.jpg;Lunes y domingo: 20:00 - 24:30 hMar - Sáb: 13:30 - 16:00 h / 20:00 - 24:30 h
104807;2024-06-12;es;redbar 24h;info@redbar.es;(+34) 910 60 67 67;https://www.esmadrid.com/restaurantes/redbar-24h;de San Leonardo, 12;28015;;Spain;40.4247561;-3.7114319;Internacional, Española;Hawaiana, Italiana, Japonesa, Mexicana, Norteamericana, Mediterránea;https://estaticos.esmadrid.com/cdn/farfuture/yqfvecVGn-0N2Z5wSvPKuFBmKQp0Chuwi10PdLpX93g/mtime:1717408043/sites/default/files/recursosturisticos/restaurantes/redbar_3.jpg;De lunes a domingo, las 24 horas.
104763;2024-06-12;es;Circolo Popolare;circolopopolare-es@bigmamma.com;;https://www.esmadrid.com/restaurantes/circolo-popolare;Pablo Ruiz Picasso, 1;28020;;Spain;40.4503226;-3.6931494;Internacional;Italiana;https://estaticos.esmadrid.com/cdn/farfuture/MNW274Lj0cnnP9GVEOTQijUyhFD_zEL__C4lFbwrYiQ/mtime:1716801242/sites/default/files/recursosturisticos/restaurantes/circolo_popolare.png;Lun - Jue: 13:00 - 16:00 h / 19:45 - 23:00 hViernes: 13:00 - 16:00 h / 19:30 - 23:00 hSábado: 12:45 - 16:30 h / 19:30 - 23:15 hDomingo: 12:45 - 16:30 h / 19:45 - 23:00 h
104684;2024-06-27;es;Casa Salesas;contact@casasalesas.com;(+34) 91 005 48 48;https://www.esmadrid.com/restaurantes/casa-salesas;de Fernando VI, 6;28004;;Spain;40.425235;-3.6963363;Internacional, Española;Española, Mediterránea;https://estaticos.esmadrid.com/cdn/farfuture/wOvqdga7ROKwOp_utP8B839QviBw68RQmR8O6AcE1kw/mtime:1719473483/sites/default/files/recursosturisticos/restaurantes/casasalesas-espacios-4_0.png;Dom - Miér: 10:00 - 01:00 hJue - Sáb: 10:00 - 02:00 h
104641;2024-05-24;es;Desborre;lucia.desborre@gmail.com;(+34) 680 840 984;https://www.esmadrid.com/restaurantes/desborre;de la Unión, 8;28013;;Spain;40.4173438;-3.7103617;Española;Riojana, Tradicional;https://estaticos.esmadrid.com/cdn/farfuture/9Tsi3N5jMsEjnYuwEzkv6FzeRq60QI-JTIH-h1Y38pc/mtime:1715592931/sites/default/files/recursosturisticos/restaurantes/desborre_2.jpg;Mar - Sáb: 12:00 - 16:00 h / 19:00 - 23:30 hDomingo: 12:00 - 16:00 h
104620;2024-09-20;es;El Puertito de Madrid;info@elpuertito.es;(+34) 91 542 75 26;https://www.esmadrid.com/restaurantes/puertito-madrid;del General Martínez Campos, 42;28010;;Spain;40.4349696;-3.6923168;Tapas;Gastrobares;https://estaticos.esmadrid.com/cdn/farfuture/iBx1Ne4sRs0_4PUeXiYJZH3dIu4HuVzzhcEtWXXBJ6I/mtime:1715177988/sites/default/files/recursosturisticos/restaurantes/el_puertito.jpg;Dom - Jue: 12:00 - 23:00 hVier - Sáb: 12:00 - 24:00 h
104568;2024-05-10;es;Moscatel;moscatel@restaurantemoscatel.com ;(+34) 91 546 60 41;https://www.esmadrid.com/restaurantes/moscatel;de la Guardia, 21;28048;;Spain;40.5187553;-3.7758574;Española;De temporada, Mediterránea;https://estaticos.esmadrid.com/cdn/farfuture/fe0WyC9rMn-xs5LLrRrmb4xoIo5UirKKYokWovv5lHA/mtime:1714485241/sites/default/files/recursosturisticos/restaurantes/moscatel_2.jpg;Dom - Miér: 13:00 - 16:00 hJue - Sáb: 13:00 - 23:00 h
104558;2024-05-10;es;Guru Lab;;;https://www.esmadrid.com/restaurantes/guru-lab;de Echegaray, 14;28014;;Spain;40.4155138;-3.6997092;Española;De temporada;https://estaticos.esmadrid.com/cdn/farfuture/HiXWPKcaN1H8OHU6M_x2i6WcKW_vPgFNIlEPopuyqO8/mtime:1715073749/sites/default/files/recursosturisticos/restaurantes/guru_lab_1.jpeg;Jue - Sáb: sólo cenas, reservas 18:00 - 24:00 h
104506;2024-05-06;es;Allegorie;contacto@restauranteallegorie.com;(+34) 91 253 92 61;https://www.esmadrid.com/restaurantes/allegorie;de Bretón de los Herreros, 39;28003;;Spain;40.4396668;-3.6970733;Internacional, De autor, Española;Francesa, De temporada;https://estaticos.esmadrid.com/cdn/farfuture/e12k-OJOFYaVqBilspqMVuWU2s6JPzVTCuPdP78H4IY/mtime:1713863513/sites/default/files/recursosturisticos/restaurantes/allegorie_3.jpg;Mar - Sáb: 13:30 - 15:00 h / 20:00 - 22:00 h
104501;2024-05-06;es;Truly pasta;truly.company.es@gmail.com;(+34)  642 10 92 98;https://www.esmadrid.com/restaurantes/truly-pasta;de Ibiza, 8;28009;;Spain;40.4181296;-3.6777079;Internacional;Italiana;https://estaticos.esmadrid.com/cdn/farfuture/21Te_dBvDVTtk2Gd7MwC3ssxj4CP2rrapZhoMMTJugI/mtime:1713774190/sites/default/files/recursosturisticos/restaurantes/truly_pasta.jpg;Miércoles: 13:00 -21:30 hJueves: 13:00 - 22:30 hVier - Sáb: 13:00 - 23:00 hDomingo: 13:00 - 17:00 h
104394;2024-04-10;es;Mercado de Ibiza;info@mercadodeibiza.com;(+34) 917 52 44 90;https://www.esmadrid.com/restaurantes/mercado-ibiza;de Ibiza, 8;28009;;Spain;40.4181296;-3.6777079;Española;De temporada, Mediterránea, Tradicional renovada;https://estaticos.esmadrid.com/cdn/farfuture/plSgIbcUMKta8-hG2cpAdNjBi1qA_KuDRrmjOMKBRlI/mtime:1712736752/sites/default/files/recursosturisticos/restaurantes/mercado_de_ibiza.jpg;Dom - Jue: 13:00 - 24:00 hVier - Sáb: 13:00 - 01:00 h
104173;2024-03-21;es;Brasserie Lafayette Madrid;hola@brasserielafayette.es;+34 912 60 69 12;https://www.esmadrid.com/restaurantes/brasserie-lafayette-madrid;de Recaredo, 2;28002;Madrid;Spain;40.4410566;-3.6806582;Internacional;Francesa;https://estaticos.esmadrid.com/cdn/farfuture/PTC7W7ojhDZe_8juE92_AWGOs4WLw_MPkLnEUMoLSuc/mtime:1709803328/sites/default/files/recursosturisticos/restaurantes/brasserie_lafayette_24.png;Lunes a sábado: 13:30-15:45 y 20:00-22:45.Domingo: 11:30-13:30 (brunch) y de 13:30-15:45 (comidas).Domingo noche cerrado, salvo para ocasiones especiales.
104036;2025-01-07;es;"Chispa Bistr&oacute;";chispabistro@gmail.com;(+34) 917 51 81 56;https://www.esmadrid.com/restaurantes/chispa-bistro;del Barquillo, 8;28004;;Spain;40.4202829;-3.6955707;Internacional, De autor, Española;Japonesa, Mediterránea;https://estaticos.esmadrid.com/cdn/farfuture/bxOBSr06YBJ0r7Xg_7gZxgz0wNqNFG28V_atlf8YrcY/mtime:1732697310/sites/default/files/recursosturisticos/restaurantes/juan_donofrio_chispa_bistro.jpg;Miér - Jue: 18:30 - 22:30 hVier - Sáb: 13:30 - 15:00 h /20:30 - 22:30 hDel 22 de diciembre al 7 de enero (ambas fecha inclusive) permanecerá cerrado.
104013;2024-03-01;es;"New Freedom Cakes Caf&eacute;";;(+34) 913 153 077;https://www.esmadrid.com/restaurantes/new-freedom-cakes-cafe;de Barcelona, 3;28012;;Spain;40.4155791;-3.7026322;Vegano;;https://estaticos.esmadrid.com/cdn/farfuture/8WBmhPBGQpS5bLPe4YKJSqO5y80aN0fOWz90kI7WoKo/mtime:1709125609/sites/default/files/recursosturisticos/restaurantes/new_freedom_2.jpg;Dom - Jue: 10:00 - 01:30 hVier - Sáb: 10:00 - 02:30 h
103999;2024-03-01;es;Pabblo;;(+34) 91 088 22 01;https://www.esmadrid.com/restaurantes/pabblo;Pablo Ruiz Picasso, 1 ;28020;;Spain;40.4503226;-3.6931494;Internacional, Española;Mediterránea;https://estaticos.esmadrid.com/cdn/farfuture/0wOT09Gc3hIugLG-X1KlLUFF58j-tjc1K8676u3D1T4/mtime:1707908491/sites/default/files/recursosturisticos/restaurantes/pabblo_5.jpg;Apertura restaurante:Lun - Jue y Domingo: 13:00 - 02:00 hVier - Sáb: 13:00 - 02:30 hHorario Cocina:Lun - Jue: 13:30 – 16:00 h / 20:30 – 24:30 hViernes: 14:00 – 16:30 h / 20:30 – 24:30 hSáb - Dom: 13:00 – 16:30 h / 20:30 – 24:30 hHorario Espectáculos:21:00 - 23:30 h / DJ: 24:00 hServicio de Aparcacoches:Jue - Sáb:  21:00 - 02:00 h
103948;2024-12-02;es;"Food Hall de Galer&iacute;a Canalejas";info@galeriacanalejas.com;(+34) 911 085 606;https://www.esmadrid.com/restaurantes/food-hall-galeria-canalejas;de Canalejas, 1;28014;;Spain;40.4169288;-3.7004583;Española, Internacional, Multiespacio;Fusión, Europea, Asiática;https://estaticos.esmadrid.com/cdn/farfuture/Vmbufa6qNnUdxF5tjqGTdL8Ah3gfUEXWYvFrkP9pCpE/mtime:1638880077/sites/default/files/food_hall_galeria_canalejas.jpeg;Domingo a jueves y festivos: 12:00 - 24:00 hViernes y sábados: 12:00 - 01:00 h
103885;2024-11-14;es;MACAO;info@macaogrupo.com;(+34) 91 521 89 11;https://www.esmadrid.com/restaurantes/macao;del Príncipe, 16;28013;;Spain;40.4153847;-3.7006407;Tapas, Internacional, Española;Fusión, Asiática, Mediterránea;https://estaticos.esmadrid.com/cdn/farfuture/MRiSbDkhPbL6gKTn6Jfp3Z0BiAZ8qcU-XbTDJnNCBoc/mtime:1730214833/sites/default/files/recursosturisticos/restaurantes/macao_4.jpg;Lun - Dom: 13:00 - 16:30 h / 20:00 - 24:00 h
103833;2024-02-09;es;La Xida;contacto@laxida.com;(+34) 911 483 897;https://www.esmadrid.com/restaurantes/la-xida;de López de Hoyos, 11;28006;;Spain;40.4372171;-3.6872641;Española, Internacional;Asturiana, Fusión, Mexicana;https://estaticos.esmadrid.com/cdn/farfuture/PxjgvRYbIfU_F2Jeag5n-A7T4_odhCW4TQ-Q9fpe1qg/mtime:1706094208/sites/default/files/recursosturisticos/restaurantes/laxida-158.jpg;Mar - Jue: 13:00 - 17:00 h / 19:00 - 24:00 hViér - Sáb: 13:00 - 01:00 hDomingo: 13:00 - 17:00 h
103824;2024-02-08;es;Bipolar;oidococina@bipolarmadrid.com;(+34) 918 96 59 84;https://www.esmadrid.com/restaurantes/bipolar;de Calatrava, 6;28005;;Spain;40.4093912;-3.7108885;Española, Internacional;Mediterránea, Tradicional renovada, Fusión, Asiática;https://estaticos.esmadrid.com/cdn/farfuture/_MMIb7OIOzrspmTAtLbiuFBYhEW8AIOCxvr5ZsmqdoE/mtime:1706014924/sites/default/files/recursosturisticos/restaurantes/bipolar_4.jpg;Lun - Dom: 13:00 - 16:30 h / 20:30 - 24:00 h
103772;2024-01-24;es;Farah;hola@restaurantefarah.com;(+34) 910 59 44 17;https://www.esmadrid.com/restaurantes/farah;de San Francisco, 12;28005;;Spain;40.4109554;-3.7130598;Internacional;Mediterránea Oriental;https://estaticos.esmadrid.com/cdn/farfuture/v6p1E7CUrmrFvOvNkQ-Ef_zNNY2ZCfqz0wRL9WgZQfc/mtime:1705316232/sites/default/files/recursosturisticos/restaurantes/farah_0.png;Mar - Sáb: 13:30 - 16:00 h / 20:00 - 23:30 hDomingo: 13:30 - 16:00 h
103756;2024-12-18;es;Rhudo;reservas.madrid@rhudo.world;(+34) 910 887 103;https://www.esmadrid.com/restaurantes/rhudo;de Velázquez, 64 ;28001;;Spain;40.4284178;-3.6836849;De autor, Internacional;Fusión, Internacional;https://estaticos.esmadrid.com/cdn/farfuture/hhcetN32MvwfjewE3llX2vqV9QPSWy6uOD5cEC-RL10/mtime:1728907128/sites/default/files/recursosturisticos/restaurantes/rhudo_4.jpg;Horario de cocina:Lun - Dom: 13:00 - 16:00 h / 20:00 - 04:30 h (el club permanece abierto de miércoles a domingo hasta las 5:00 h).
