id;fechaActualizacion;nombre;email;telefono;web;direccion;codigo_postal;localidad;pais;latitud;longitud;categoria;subcategoria;imagen
103671;2023-12-28;Crosstown by Pillow;crosstown@bypillow.com;915 99 69 01;https://www.esmadrid.com/alojamientos/crosstown-pillow;de Jesús y María, 12;28012;Madrid;Spain;40.4114759;-3.704084;Hoteles;3 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/zOYWFt-xi_sM9zE68FUDfF17BxTCDNa8iRkawtOSR1w/mtime:1703247959/sites/default/files/recursosturisticos/alojamientos/crosstown_by_pillow.png
103281;2024-01-09;"Avani Alonso Mart&iacute;nez";alonsomartinez@avani-hotels.com;+34 915940213;https://www.esmadrid.com/alojamientos/avani-alonso-martinez;de Santa Engracia, 5;2810;Madrid;Spain;40.4286632;-3.6962607;Hoteles;4 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/aDQWa2t4_Cth-Y91A9fqs2O5lH-4UpQYaVbBaAvAjpk/mtime:1697789706/sites/default/files/recursosturisticos/alojamientos/avanialonsomartinez.png
103276;2023-10-26;"Soho Boutique &Oacute;pera";sohomadridopera@sohohoteles.com;(+34) 913 83 09 90;https://www.esmadrid.com/alojamientos/soho-boutique-opera;de las Veneras, 2;28013;Madrid;Spain;40.419249;-3.7072663;Hoteles;4 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/8uo8O7v5qjb0Lv9bH6FSq79b5LqZPkdSUag1HETVpyE/mtime:1697716081/sites/default/files/recursosturisticos/alojamientos/sb-opera-fachada-8-640x480-1.png
103274;2023-10-26;Soho Boutique Congreso;sohomadridcongreso@sohohoteles.com;(+34) 917 37 01 11;https://www.esmadrid.com/alojamientos/soho-boutique-congreso;de Zorrilla, 7;28014;Madrid;Spain;40.4169967;-3.6974696;Hoteles;4 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/8qkAY3ozC_TNNa3wuQbkMfCwszXpLSz6wg9ml84WfXw/mtime:1697711573/sites/default/files/recursosturisticos/alojamientos/soho-boutique-congreso-recepcion-10-6400x4300-1.png
102466;2023-06-23;Catalonia El Retiro;elretiro@cataloniahotels.com ;+34 914 34 11 20;https://www.esmadrid.com/alojamientos/catalonia-retiro;de la Ciudad de Barcelona, 113;28007;;Spain;40.3991047;-3.6699694;Hoteles;4 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/bseqhVirs1a2i2qIkoUgjoVOwKu9_nADdOt7XZ8JfZk/mtime:1686227042/sites/default/files/recursosturisticos/alojamientos/cataloniaelretiro_hab-doble-1_0.png
102465;2023-06-23;La Troupe Prado;helloprado@latroupe.com;+34 688 65 43 41;https://www.esmadrid.com/alojamientos/troupe-prado;de Méndez Álvaro, 2;28045;Madrid;Spain;40.4069994;-3.6929088;Albergues;;https://estaticos.esmadrid.com/cdn/farfuture/qcimf8CDLqfZ5Tqp12FxWt_esz-VfTQ9rRtTFgn9Tbc/mtime:1686221480/sites/default/files/recursosturisticos/alojamientos/la_troupe_prado.png
102125;2024-11-25;Hotel Montera Madrid, Curio Collection by Hilton;info@hotelmonteramadrid.com;+34 915 21 29 35;https://www.esmadrid.com/alojamientos/hotel-montera-madrid-curio-collection-hilton;Montera, 47;28013;Madrid;Spain;40.419738;-3.7018893;Hoteles;5 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/Th180zenA8uY0bVYb41PiA49h7e71imhI3h6UYhaG0E/mtime:1682600892/sites/default/files/recursosturisticos/alojamientos/hotel_montera_curio_collection_12.png
101557;2024-11-25;JW Marriott Madrid;;+34 914 18 97 70;https://www.esmadrid.com/alojamientos/jw-marriott-madrid;Sevilla, 2;28014;Madrid;Spain;40.4168018;-3.700126;Hoteles;5 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/LrTXQnh7o4raOVZ0Cwwnhzq55utfbg_lHZi4Ae2tnVY/mtime:1676033730/sites/default/files/recursosturisticos/alojamientos/jw_marriott_madrid_1.png
100999;2024-11-25;UMusic Hotel Madrid;Socialmedia@umusic-hotels.com;+34 911 231 099;https://www.esmadrid.com/alojamientos/umusic-hotel-madrid;La Paz, 11,;28012;Madrid;Spain;40.4153449;-3.7041017;Hoteles;5 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/7isEF2rLFmf3El9tFfkcHe11ke5j64dWCWw1JW1eXck/mtime:1695627040/sites/default/files/recursosturisticos/alojamientos/umusic_albeniz_3.jpg
100952;2024-06-21;Radisson RED Madrid;info.madrid@radissonred.com;+34 912 98 48 00;https://www.esmadrid.com/alojamientos/radisson-red-madrid;de Atocha,  123;28012;Madrid;Spain;40.4100382;-3.6937437;Hoteles;4 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/cRBRUTXjIw5pZQwQD74FSycBW1h4P7JwbP5iofDyyck/mtime:1666782411/sites/default/files/recursosturisticos/alojamientos/radisson_red_9.jpg
100602;2024-04-29;Akeah;reservas@akeah.com;+34 919 994 177;https://www.esmadrid.com/alojamientos/akeah;San Bernardo, 48 ;28015;Madrid;Spain;40.4248841;-3.7073275;Hoteles;4 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/C7tEXCe1DgSy_aFRXfigeOWo4KtXvCEihze1tzngdxE/mtime:1661938220/sites/default/files/recursosturisticos/alojamientos/hotel_akeah.png
100590;2024-11-25;Thompson Madrid;thompsonmadrid@thompsonhotels.com;+34 910 62 12 34;https://www.esmadrid.com/alojamientos/thompson-madrid;del Carmen, s/n. ;28013;Madrid;Spain;40.41858;-3.7034151;Hoteles;5 estrellas Gran Lujo;https://estaticos.esmadrid.com/cdn/farfuture/G2hV6B2LGJrkpq3g5H7LairmokB_I_uUBcSf1GNU7C0/mtime:1664188577/sites/default/files/recursosturisticos/alojamientos/thompson-madrid-king-suite-city-view-two.jpg
99267;2024-01-25;Zleep Hotel Madrid Airport;reservations@zleep-madrid.com;;https://www.esmadrid.com/alojamientos/zleep-hotel-madrid-airport;de Aragón, 402;28022;Madrid;Spain;40.4477153;-3.5488606;Hoteles;2 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/FrITt09NtVzE5_6byU5T9FemWSGU9UCEfUqL6yGWkis/mtime:1646996393/sites/default/files/recursosturisticos/alojamientos/zleep_hotel_madrid_airport.jpg
98931;2023-02-07;Ocean Drive Madrid;odmadrid@od-hotels.com;(+34) 97 139 1214;https://www.esmadrid.com/alojamientos/ocean-drive-madrid;de Isabel II, 7;28013;Madrid;Spain;40.4183043;-3.7088071;Hoteles;4 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/NeE0Sn20kLH5bUNx0mDYp99LJXAYM7xnD0UdLAI0hOM/mtime:1643715602/sites/default/files/recursosturisticos/alojamientos/ocean_drive_madrid_1_0.jpg
98185;2024-12-17;The Madrid Edition;;(+34) 919 54 54 20;https://www.esmadrid.com/alojamientos/madrid-edition;de las Descalzas, s/n;28013;Madrid;Spain;40.4182739;-3.7064681;Hoteles;5 estrellas Gran Lujo;https://estaticos.esmadrid.com/cdn/farfuture/5l4oAIlwbJET3BWfq3bfU1RCezTaYvn8bRVau-IOiCQ/mtime:1656927667/sites/default/files/recursosturisticos/alojamientos/pool_deck_sunbeds_the_madrid_edition.jpg
97833;2024-03-22;Oxygen Hostel;oxygenmadrid19@gmail.com;+34 686 81 12 61;https://www.esmadrid.com/alojamientos/oxygen-hostel;Rafael Riego, 19;28045;Madrid;Spain;40.4035288;-3.6920844;Hostales;;https://estaticos.esmadrid.com/cdn/farfuture/C0clIalss8FYwxW50bTpY3fcJ-OCSmGHaj-5iQrLstA/mtime:1711112892/sites/default/files/recursosturisticos/alojamientos/oxigen_hostel_2.png
97799;2024-03-21;Canopy by Hilton Madrid Castellana ;info@canopymadrid.com;+34 911 44 04 45;https://www.esmadrid.com/alojamientos/canopy-hilton-madrid-castellana;Carlos Trías Bertrán, 4;28020;Madrid;Spain;40.4513816;-3.6935854;Hoteles;4 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/7WwR-wXMnTXtU2ggAsSbSQBmNNK9ynA75OX2YnOMwX8/mtime:1711026072/sites/default/files/recursosturisticos/alojamientos/canopy_by_hilton_11.png
97373;2024-03-07;Atocha Hotel Madrid, Tapestry Collection by Hilton;tapestryatocha@hilton.com;+34 610 44 01 15;https://www.esmadrid.com/alojamientos/atocha-hotel-madrid-tapestry-collection-hilton;Atocha, 107;28012;Madrid;Spain;40.4106059;-3.6953011;Hoteles;4 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/gSSjVsG_H34s5fj9E0JfxCfI3OZ0M178c9-XnmpeMUs/mtime:1709821776/sites/default/files/recursosturisticos/alojamientos/atocha_hotel_madrid_tapestry_collection_by_hilton_2.png
97242;2024-05-07;Hard Rock Hotel Madrid;reservations@hrhmadrid.com;;https://www.esmadrid.com/alojamientos/hard-rock-hotel-madrid;Ronda de Atocha, 17;28012;Madrid;Spain;40.4065219;-3.6955275;Hoteles;4 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/Hy_hYedD7yfJX6mx_81wRxWEYNu0FrOAIgDmxhiDaTc/mtime:1656416927/sites/default/files/recursosturisticos/alojamientos/piscina_hardrockhotel.jpg
97202;2024-04-11;Hotel Novotel Madrid City Las Ventas ;H0843@ACCOR.COM;(+34)91 724 76 00;https://www.esmadrid.com/alojamientos/hotel-novotel-madrid-city-ventas;Albacete, 1, Esquina Avenida de Badajoz;28027;Madrid;Spain;40.4413089;-3.6575597;Hoteles;4 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/QUTriUZyb42Q3gI84nEc1c4FiwN4v2oXYeg0GKuuozs/mtime:1633430137/sites/default/files/recursosturisticos/alojamientos/5978-78.jpg
97116;2023-10-17;"Pestana CR7 Gran V&iacute;a Madrid";guest@pestana.com;917 71 02 40;https://www.esmadrid.com/alojamientos/pestana-cr7-gran-madrid;Gran Vía, 29 ;28013;Madrid;Spain;40.4199556;-3.7032848;Hoteles;4 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/extRLMXgrJ7SAgVSdDzC1yfGxTpCy7oKrXXay3qaa3I/mtime:1622712394/sites/default/files/recursosturisticos/alojamientos/grand-via-madrid-hotel_0.jpg
95433;2024-05-06;Four Seasons Hotel Madrid;;(+ 34) 910 88 33 33;https://www.esmadrid.com/alojamientos/four-seasons-hotel-madrid; de Sevilla, 3, ;28014;Madrid;Spain;40.4170089;-3.700388;Hoteles;5 estrellas Gran Lujo;https://estaticos.esmadrid.com/cdn/farfuture/x1KXT23qzU-m7v3Qwh0hkj1cc8_I-FxNdWwhEgK1RDQ/mtime:1671197783/sites/default/files/recursosturisticos/alojamientos/canalejas.jpg
94628;2023-07-03;Hotel Las Gacelas;reservas@hotel-lasgacelas.com;(34) 918 538 000;https://www.esmadrid.com/alojamientos/hotel-gacelas;de San Sebastián, 53;28490;Becerril de la Sierra;Spain;40.7109995;-3.994158;Hoteles;3 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/jBBCuMVg8T4xZH0-CUkcxgp4eQhi3wNtEHXCfOJTq5A/mtime:1587572060/sites/default/files/recursosturisticos/alojamientos/las_gacelas.jpg
94627;2023-07-03;Apartamentos Plaza de Santiago;reservas@apartamentosplazadesantiago.com;(+34) 91 691 55 00;https://www.esmadrid.com/alojamientos/apartamentos-plaza-santiago;de Santiago, 3;28320;;Spain;40.2455186;-3.7004174;Apartahoteles;;https://estaticos.esmadrid.com/cdn/farfuture/DlToZp5fVkXkQZpJ7--LQp0tVCt4j-mETwLgfjDJljY/mtime:1587572020/sites/default/files/recursosturisticos/alojamientos/apartamentos_plaza_santiago.jpg
94626;2023-07-03;Apartahotel TH Las Rozas;reservas@thlasrozashotel.com;(34) 916 37 09 00;https://www.esmadrid.com/alojamientos/apartahotel-th-rozas;Camino Viejo de Madrid, 38;28230;Las Rozas;Spain;40.4841211;-3.8566628;Apartahoteles;3 llaves;https://estaticos.esmadrid.com/cdn/farfuture/8lEXwheLkVGm9N9K3fA3e8QNAMStROw9jox_4st0hJ0/mtime:1587569809/sites/default/files/recursosturisticos/alojamientos/th_las_rozas_2.png
94625;2020-04-23;Apartamentos Suites Florida;info@apartamentossuitesflorida.es;(34) 91 748 20 21 ;https://www.esmadrid.com/alojamientos/apartamentos-suites-florida;Campezo, 2. Pol. Ind. Las Mercedes ;28022;Madrid;Spain;40.4490623;-3.5826533;;;https://estaticos.esmadrid.com/cdn/farfuture/TNImZrfTbiAPkauxF4zp-avfsjBee99gwzMYZKfA0HA/mtime:1587566834/sites/default/files/recursosturisticos/alojamientos/apartamentos_suites_florida.png
94624;2020-04-23;Apartamentos Suites Aeropuerto;info@apartamentossuitesaeropuerto.es;(34) 917 48 067;https://www.esmadrid.com/alojamientos/apartamentos-suites-aeropuerto;Campezo, 8. Pol. Ind. Las Mercedes ;28022;Madrid;Spain;40.446415;-3.5834443;;;https://estaticos.esmadrid.com/cdn/farfuture/9VsImq7cmYPJpgj2fHCWxh-76VxJkcQgFnUVZF9pvu8/mtime:1587564858/sites/default/files/recursosturisticos/alojamientos/apartamentos_suites_aeropuerto_2_0.png
94622;2023-06-01;"Madrid Airport Suites Affiliated by Meli&aacute;";madrid.airport.suites@melia.com;(34) 913 29 70 50;https://www.esmadrid.com/alojamientos/madrid-airport-suites-affiliated-melia;Lola Flores, 4 - 17;28022;Madrid;Spain;40.4455692;-3.5436074;Apartahoteles;2 llaves;https://estaticos.esmadrid.com/cdn/farfuture/tIOElc6M8nzgxPCYHk9ieSVrdo3ANvWuPsdH8tuVGaQ/mtime:1587560911/sites/default/files/recursosturisticos/alojamientos/tryp3.png
94085;2023-07-03; Room Mate Macarena;macarena@room-matehotels.com.;(+34) 900 818 320;https://www.esmadrid.com/alojamientos/room-mate-macarena;Gran Vía, 43 ;28013;Madrid;Spain;40.420589;-3.706897;Hoteles;4 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/RWfWMB2BCyJ6PSv0Lq1cuPtY6MuOWGiGjRaW4423s4o/mtime:1688383885/sites/default/files/recursosturisticos/alojamientos/macarena_room_mate_01.png
92607;2024-04-29;"Hotel Riu Plaza Espa&ntilde;a";reservations.madrid@riu.com;(+34) 91 919 33 93;https://www.esmadrid.com/alojamientos/hotel-riu-plaza-espana;Gran Vía, 84;28013;;Spain;40.423924002208;-3.711015474118;Hoteles;4 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/13V9TDPlyRGLL_coK6S8i3CwHKQZWsN98ccsXFdTjpA/mtime:1566559596/sites/default/files/editorial/360_hotelriuplazaespana.jpg
91946;2023-06-27;"room007 Gran V&iacute;a Hostels ";granvia@room007.com;(+34) 91 005 29 79;https://www.esmadrid.com/alojamientos/room007-gran-hostels;Gran Vía, 6;28013;;Spain;40.4195167;-3.6978802;Albergues;;https://estaticos.esmadrid.com/cdn/farfuture/bdezTRWlFwQXLBzBiUGH0ObLOaz0FAP-1L0skqsON3c/mtime:1687864476/sites/default/files/recursosturisticos/alojamientos/blueshock_gran_via.png
91932;2024-03-05;"Aloft Gran V&iacute;a Madrid";;(+34) 91 454 95 95;https://www.esmadrid.com/alojamientos/aloft-gran-madrid;de Jacometrezo, 4;28013;;Spain;40.4203078;-3.7071387;Hoteles;4 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/ommpuZRGEES323FcaB4EEEFherJd9OIDqc-kImjez5o/mtime:1558954086/sites/default/files/recursosturisticos/alojamientos/aloft_2.jpeg
91856;2024-05-31;Pestana Plaza Mayor;reservas.plazamayor@pestana.com;(+34) 91 005 28 22;https://www.esmadrid.com/alojamientos/pestana-plaza-mayor;Imperial, 8;28012;;Spain;40.4147668;-3.7070536;Hoteles;4 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/KMPCSFVrel_YaPZylwrXKM83lCyYrrogP89-OZIEyIE/mtime:1709301312/sites/default/files/recursosturisticos/alojamientos/pmayor-rooftop-6.png
90190;2024-08-14;"B&amp;B Hotel Madrid Centro Puerta del Sol";hotel.puertadelsol@hotelbb.com;(+34) 914 890 591;https://www.esmadrid.com/alojamientos/bb-hotel-madrid-centro-puerta-sol;de la Montera, 10 - 12;28013;;Spain;40.4175643;-3.7025579;Hoteles;3 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/rKoh8FhksEMj73RHZdTeOF3_L24m35_GMokwClYnQKE/mtime:1542794439/sites/default/files/recursosturisticos/alojamientos/bb_hotel_madrid_centro_puerta_del_sol.jpg
89775;2024-05-06;CoolRooms Palacio de Atocha;reservations.atocha@coolrooms.com;(+34) 91 088 77 80;https://www.esmadrid.com/alojamientos/coolrooms-atocha;de Atocha, 34;28012;;Spain;40.4132142;-3.7010951;Hoteles;4 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/RqFz6GTnJoESp1lacJTJW9a_IhO684H5o9ZN3p9dKRo/mtime:1714473181/sites/default/files/recursosturisticos/alojamientos/cool_rooms_palacio_de_atocha.png
89653;2024-01-15;Heritage Madrid Hotel;info@heritagemadridhotel.com;(+34) 910 887 070;https://www.esmadrid.com/alojamientos/heritage-madrid-hotel;de Diego de León, 43;28006;;Spain;40.434877;-3.6789438;Hoteles;5 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/Z6hFj4sFc1sjJUZcVs-McbSOeT8JXNUeWvoKukrIfac/mtime:1539084114/sites/default/files/recursosturisticos/alojamientos/heritage.jpg
89532;2024-10-03;Generator Hostel Madrid;ask.madrid@generatorhostels.com;(+34) 91 047 98 00;https://www.esmadrid.com/alojamientos/generator-hostel-madrid;de San Bernardo, 2;28013;;Spain;40.4207987;-3.7081019;Hostales;1 estrella;https://estaticos.esmadrid.com/cdn/farfuture/rREN6f_BBUt7I4dfuVDnjg_w0GxRq7qgyEmeRPGRWjc/mtime:1673962873/sites/default/files/recursosturisticos/alojamientos/generator_1.png
89204;2024-10-03;Icon Casona 1900;hellocasona1900@iconhotels.com;(+34) 91 156 71 71;https://www.esmadrid.com/alojamientos/icon-casona-1900;de Don Ramón de la Cruz, 10;28001;;Spain;40.429130941737;-3.685861538827;Hoteles;4 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/N9c-gPzPWVtWv0Zh1LvSOgxTrBRa5LZ0fmIBM0qw0Ag/mtime:1673966381/sites/default/files/recursosturisticos/alojamientos/icon-casona-1900-1.png
87984;2024-08-12;Poshtel LaNave;reservas@lanavehostel.com;(+34) 911 376 329;https://www.esmadrid.com/alojamientos/poshtel-lanave;de Cadarso, 19;28008;;Spain;40.4219147;-3.7153576;Hostales;2 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/_a7A_oslwmtQVAbsQEcKtWUo3hwwIPn-afVeqSyu884/mtime:1524832470/sites/default/files/recursosturisticos/alojamientos/phostel_lanave.jpg
87832;2024-01-16;"NH Collection Madrid Gran V&iacute;a"; nhcollectiongranvia@nh-hotels.com;(+34) 91 712 83 05;https://www.esmadrid.com/alojamientos/nh-collection-madrid-gran;Gran Vía, 21;28013;;Spain;40.4198131;-3.7012777;Hoteles;4 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/ttLGo9SGdcQuVgsxVUhrUU_dTgvI-OrqU3QOZtyp0wI/mtime:1705407931/sites/default/files/recursosturisticos/alojamientos/nh_collection_gran_via_room.jpg
87809;2024-02-22;"Barcel&oacute; Imagine";imagine@barcelo.com;(+34) 91 732 70 19;https://www.esmadrid.com/alojamientos/barcelo-imagine;de Agustín de Foxá, 32;28036;;Spain;40.470196157478;-3.68523851037;Hoteles;5 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/iZX0jc5cR4FkA2VETZLUh1fIqjW-nEodtlzTkiQR8_g/mtime:1708607378/sites/default/files/recursosturisticos/alojamientos/barcelo_imagine_5.png
87788;2023-07-07;"Plaza Espa&ntilde;a Skyline";recepcion@peskyline.com;(+34) 919198582;https://www.esmadrid.com/alojamientos/plaza-espana-skyline;de Cadarso, 18;28008;;Spain;40.4224687;-3.715398;Apartahoteles;;https://estaticos.esmadrid.com/cdn/farfuture/Gc_C_TDQVGWp1mVzKVQuXdFuTYBQiq4zgzg2cNJCVg8/mtime:1637833669/sites/default/files/recursosturisticos/alojamientos/plaza_de_espana_skylline_11.jpeg
87606;2024-05-06;"Gran Hotel Ingl&eacute;s";welcome@granhotelingles.com;(+34) 91 360 00 01;https://www.esmadrid.com/alojamientos/gran-hotel-ingles;Echegaray, 8;28014;;Spain;40.4159625;-3.699661;Hoteles;5 estrellas Gran Lujo;https://estaticos.esmadrid.com/cdn/farfuture/VpTitEiFRvpjJU_8Cq2_KVomEkAx2lb_Grfw3wUgSBg/mtime:1642680640/sites/default/files/recursosturisticos/alojamientos/gran_hotel_ingles_room_1_high.jpg
87565;2024-02-29;"VP Plaza Espa&ntilde;a Design";vp-plaza@vphoteles.com;(+34) 91 595 55 10 ;https://www.esmadrid.com/alojamientos/vp-plaza-espana-design;de España, 5;28008;;Spain;40.422704185855;-3.711751553711;Hoteles;5 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/tUMd7amRRtCq3kJjhwVQwOvwSoqNP6JR5ZNhlIOE8ZQ/mtime:1619172283/sites/default/files/recursosturisticos/alojamientos/the_waterfall.jpg
87277;2024-08-12;Vitium Urban Suites;info@vitium.es;(+34) 911 164 144;https://www.esmadrid.com/alojamientos/vitium-urban-suites;Gran Vía, 61, 5ª;28013;;Spain;40.4224173;-3.7096428;Hostales;3 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/n6lZO-H-EEE5D2dI8TfXCT5I2Bwk3OQUOUoFIihRsOo/mtime:1723457356/sites/default/files/recursosturisticos/alojamientos/hostal-vitium-17.png
86954;2024-08-12;Bungalows Camping Alpha Madrid;info@campingalpha.com;(+34) 916958069;https://www.esmadrid.com/alojamientos/bungalows-camping-alpha-madrid;de la Calidad N.º 1;28906;Getafe;Spain;40.317133566771;-3.688960075378;Camping;;https://estaticos.esmadrid.com/cdn/farfuture/up3L10cv5AG7oiefvhltyAvV_fH1Z7sBS2vO0nEXtkg/mtime:1524832470/sites/default/files/recursosturisticos/alojamientos/camping_alpha_2.jpg
86753;2024-11-25;"Hyatt Centric Gran V&iacute;a Madrid";info.centricmadrid@hyatt.com;(+34) 918 37 12 34;https://www.esmadrid.com/alojamientos/hyatt-centric-gran-madrid;Gran Vía, 31;28013;;Spain;40.4199886;-3.7037561;Hoteles;5 estrellas;https://estaticos.esmadrid.com/cdn/farfuture/ofAMamzKmFHrZGlCDlpV9Mr0d4XJs4fzSSGOlaJEOjA/mtime:1653987782/sites/default/files/recursosturisticos/alojamientos/hyatt-centric-gran-via-madrid-p003-facane-entrance.16x9.jpg
